,gvkey,iid,gvkeyx,from,thru,conml,from_yearquarter,thru_yearquarter,2008-Quarter1,2008-Quarter2,2008-Quarter3,2008-Quarter4,2009-Quarter1,2009-Quarter2,2009-Quarter3,2009-Quarter4,2010-Quarter1,2010-Quarter2,2010-Quarter3,2010-Quarter4,2011-Quarter1,2011-Quarter2,2011-Quarter3,2011-Quarter4,2012-Quarter1,2012-Quarter2,2012-Quarter3,2012-Quarter4,2013-Quarter1,2013-Quarter2,2013-Quarter3,2013-Quarter4,2014-Quarter1,2014-Quarter2,2014-Quarter3,2014-Quarter4,2015-Quarter1,2015-Quarter2,2015-Quarter3,2015-Quarter4,2016-Quarter1,2016-Quarter2,2016-Quarter3,2016-Quarter4,2017-Quarter1,2017-Quarter2,2017-Quarter3,2017-Quarter4,2018-Quarter1,2018-Quarter2,2018-Quarter3,2018-Quarter4,2019-Quarter1,2019-Quarter2,2019-Quarter3
657,110685,1,3,2004-12-01 00:00:00.000000,2019-06-30 00:00:00.000000,L3 Technologies Inc,2005-Quarter1,2019-Quarter2,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,L3 Technologies Inc,0
658,113490,1,3,2012-03-14 00:00:00.000000,,Crown Castle International Corp,2012-Quarter2,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp,Crown Castle International Corp
659,114524,1,3,2002-07-22 00:00:00.000000,,eBay Inc.,2002-Quarter4,2019-Quarter3,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.,eBay Inc.
660,114628,1,3,2002-07-22 00:00:00.000000,,Goldman Sachs Group Inc (The),2002-Quarter4,2019-Quarter3,Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The),Goldman Sachs Group Inc (The)
661,111864,1,3,2006-11-17 00:00:00.000000,,Cognizant Technology Solutions Corp,2007-Quarter1,2019-Quarter3,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp,Cognizant Technology Solutions Corp
662,112033,1,3,2000-10-03 00:00:00.000000,2010-12-19 00:00:00.000000,King Pharmaceuticals Inc.,2001-Quarter1,2010-Quarter4,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,King Pharmaceuticals Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,112168,1,3,2008-12-05 00:00:00.000000,,Republic Services Inc.,2009-Quarter1,2019-Quarter3,0,0,0,0,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.,Republic Services Inc.
664,113419,1,3,2000-06-13 00:00:00.000000,2009-12-20 00:00:00.000000,Convergys Corp,2000-Quarter3,2009-Quarter4,Convergys Corp,Convergys Corp,Convergys Corp,Convergys Corp,Convergys Corp,Convergys Corp,Convergys Corp,Convergys Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,118122,4,3,2012-12-24 00:00:00.000000,,Aptiv Plc,2013-Quarter1,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc,Aptiv Plc
666,119314,1,3,2009-11-06 00:00:00.000000,,Booking Holdings Inc,2010-Quarter1,2019-Quarter3,0,0,0,0,0,0,0,0,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc,Booking Holdings Inc
667,119417,1,3,2001-05-14 00:00:00.000000,2010-02-28 00:00:00.000000,Pepsi Bottling Group Inc.,2001-Quarter3,2010-Quarter1,Pepsi Bottling Group Inc.,Pepsi Bottling Group Inc.,Pepsi Bottling Group Inc.,Pepsi Bottling Group Inc.,Pepsi Bottling Group Inc.,Pepsi Bottling Group Inc.,Pepsi Bottling Group Inc.,Pepsi Bottling Group Inc.,Pepsi Bottling Group Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,117768,1,3,2001-11-30 00:00:00.000000,,NVIDIA Corp,2002-Quarter1,2019-Quarter3,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp,NVIDIA Corp
669,118577,1,3,2008-11-24 00:00:00.000000,2014-01-23 00:00:00.000000,Life Technologies Corp,2009-Quarter1,2014-Quarter1,0,0,0,0,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,Life Technologies Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,121077,1,3,2010-12-20 00:00:00.000000,,F5 Networks Inc,2011-Quarter1,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc,F5 Networks Inc
671,121382,1,3,2017-09-01 00:00:00.000000,,SBA Communications Corp,2017-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SBA Communications Corp,SBA Communications Corp,SBA Communications Corp,SBA Communications Corp,SBA Communications Corp,SBA Communications Corp,SBA Communications Corp,SBA Communications Corp
672,121718,1,3,2006-06-02 00:00:00.000000,,Juniper Networks Inc,2006-Quarter3,2019-Quarter3,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc,Juniper Networks Inc
673,122015,1,3,2007-02-15 00:00:00.000000,2015-11-02 00:00:00.000000,Hudson City Bancorp Inc,2007-Quarter2,2015-Quarter4,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,Hudson City Bancorp Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,124434,1,3,2011-04-04 00:00:00.000000,,Blackrock Inc,2011-Quarter3,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc,Blackrock Inc
675,120093,1,3,2006-06-28 00:00:00.000000,2016-03-03 00:00:00.000000,CNX Resources Corp,2006-Quarter3,2016-Quarter1,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,CNX Resources Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,120877,1,3,2002-09-04 00:00:00.000000,2017-07-25 00:00:00.000000,Reynolds American Inc,2002-Quarter4,2017-Quarter3,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,Reynolds American Inc,0,0,0,0,0,0,0,0
677,122841,1,3,2009-07-27 00:00:00.000000,2019-07-14 00:00:00.000000,Red Hat Inc,2009-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc,Red Hat Inc
678,125533,1,3,1999-11-05 00:00:00.000000,2010-11-16 00:00:00.000000,Pactiv Corp,2000-Quarter1,2010-Quarter4,Pactiv Corp,Pactiv Corp,Pactiv Corp,Pactiv Corp,Pactiv Corp,Pactiv Corp,Pactiv Corp,Pactiv Corp,Pactiv Corp,Pactiv Corp,Pactiv Corp,Pactiv Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,125595,1,3,2007-07-12 00:00:00.000000,,Akamai Technologies Inc,2007-Quarter4,2019-Quarter3,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc,Akamai Technologies Inc
680,126136,3,3,2016-09-08 00:00:00.000000,,Charter Communications Inc,2016-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charter Communications Inc,Charter Communications Inc,Charter Communications Inc,Charter Communications Inc,Charter Communications Inc,Charter Communications Inc,Charter Communications Inc,Charter Communications Inc,Charter Communications Inc,Charter Communications Inc,Charter Communications Inc,Charter Communications Inc
681,126296,2,3,2007-10-02 00:00:00.000000,,Expedia Group Inc,2008-Quarter1,2019-Quarter3,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc,Expedia Group Inc
682,126554,1,3,2000-06-05 00:00:00.000000,,Agilent Technologies Inc,2000-Quarter3,2019-Quarter3,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc,Agilent Technologies Inc
683,128978,1,3,2017-07-26 00:00:00.000000,,Packaging Corp Of America,2017-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packaging Corp Of America,Packaging Corp Of America,Packaging Corp Of America,Packaging Corp Of America,Packaging Corp Of America,Packaging Corp Of America,Packaging Corp Of America,Packaging Corp Of America
684,133366,1,3,2011-04-01 00:00:00.000000,,Edwards Lifesciences Corp,2011-Quarter3,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp,Edwards Lifesciences Corp
685,135484,1,3,2001-02-27 00:00:00.000000,2017-03-19 00:00:00.000000,Frontier Communications Corp,2001-Quarter2,2017-Quarter1,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,Frontier Communications Corp,0,0,0,0,0,0,0,0,0,0
