gvkey,iid,efffrom,effthru,itemvalue,conml
004322,01,1986-12-14 00:00:00.000000,1993-10-21 00:00:00.000000,EME,Emerson Radio Corp
004322,01,1993-10-22 00:00:00.000000,1994-12-22 00:00:00.000000,3EMER,Emerson Radio Corp
004322,01,1994-12-23 00:00:00.000000,2900-01-01 00:00:00.000000,MSN,Emerson Radio Corp
004323,01,1986-12-14 00:00:00.000000,2018-04-16 00:00:00.000000,EAF,Emery Air Freight Corp
004323,01,2018-04-17 00:00:00.000000,2900-01-01 00:00:00.000000,EAF.1,Emery Air Freight Corp
004367,01,1986-12-14 00:00:00.000000,1994-06-09 00:00:00.000000,ENGY,Weatherford International plc
004367,01,1994-06-10 00:00:00.000000,1998-09-21 00:00:00.000000,EVI,Weatherford International plc
004367,01,1998-09-22 00:00:00.000000,2019-05-13 00:00:00.000000,WFT,Weatherford International plc
004367,01,2019-05-14 00:00:00.000000,2900-01-01 00:00:00.000000,WFTIF,Weatherford International plc
004371,01,1986-12-14 00:00:00.000000,2008-09-17 00:00:00.000000,EC,Engelhard Corp
004371,01,2008-09-18 00:00:00.000000,2008-12-18 00:00:00.000000,EC.1,Engelhard Corp
004371,01,2008-12-19 00:00:00.000000,2900-01-01 00:00:00.000000,EC.2,Engelhard Corp
004383,01,1986-12-14 00:00:00.000000,1988-10-30 00:00:00.000000,EGAS,Atmos Energy Corp
004383,01,1988-10-31 00:00:00.000000,2900-01-01 00:00:00.000000,ATO,Atmos Energy Corp
004393,01,1986-12-14 00:00:00.000000,1997-12-08 00:00:00.000000,ENS,TXU Gas Co
004393,01,1997-12-09 00:00:00.000000,2900-01-01 00:00:00.000000,TXU2,TXU Gas Co
004417,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,EVT,Envirotech Corp
004417,01,1998-05-01 00:00:00.000000,2003-09-28 00:00:00.000000,EVT.,Envirotech Corp
004417,01,2003-09-29 00:00:00.000000,2900-01-01 00:00:00.000000,EVT.1,Envirotech Corp
004423,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,EFX,Equifax Inc.
004430,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,EQT,EQT Corp
004449,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,ESM,Esmark Inc
004449,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,ESM.1,Esmark Inc
004458,01,1988-09-08 00:00:00.000000,1991-01-23 00:00:00.000000,EXC.,Essex International Inc
004458,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,EXC.3,Essex International Inc
004462,01,1986-12-14 00:00:00.000000,2004-06-20 00:00:00.000000,EY,NewMarket Corp
004462,01,2004-06-21 00:00:00.000000,2900-01-01 00:00:00.000000,NEU,NewMarket Corp
004470,01,1986-12-14 00:00:00.000000,1987-08-30 00:00:00.000000,EVY,Evans Products Co
004470,01,1987-08-31 00:00:00.000000,2900-01-01 00:00:00.000000,4599B,Evans Products Co
004475,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,XLO,Ex-Cell-O Corp
004494,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,EXPD,Expeditors International of Washington Inc.
004503,01,1986-12-14 00:00:00.000000,1999-11-30 00:00:00.000000,XON,Exxon Mobil Corp
004503,01,1999-12-01 00:00:00.000000,2900-01-01 00:00:00.000000,XOM,Exxon Mobil Corp
004508,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,FDSH,FDS Holding Co
004510,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,FMC,FMC Corp.
004512,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,FMIF,FMI Financial Corp
004517,01,1986-12-14 00:00:00.000000,2010-06-22 00:00:00.000000,FPL,NextEra Energy Inc
004517,01,2010-06-23 00:00:00.000000,2900-01-01 00:00:00.000000,NEE,NextEra Energy Inc
004521,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,FBG,Faberge Inc
004521,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,FBG.,Faberge Inc
004536,01,1988-09-08 00:00:00.000000,2001-01-07 00:00:00.000000,FAC.,Max Factor Co
004536,01,2001-01-08 00:00:00.000000,2001-01-16 00:00:00.000000,FAC.A,Max Factor Co
004536,01,2001-01-17 00:00:00.000000,2900-01-01 00:00:00.000000,FAC.2,Max Factor Co
004540,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,FCI.,Fairchild Camera and Instrument Corp
004540,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,FCI.1,Fairchild Camera and Instrument Corp
004558,01,1986-12-14 00:00:00.000000,1994-06-23 00:00:00.000000,FALB,Falstaff Brewing Corp
004558,01,1994-06-24 00:00:00.000000,2900-01-01 00:00:00.000000,FALB.1,Falstaff Brewing Corp
004560,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,FDO,Family Dollar Stores Inc.
004595,01,1986-12-14 00:00:00.000000,1995-07-06 00:00:00.000000,FJQ,Fedders Corp.
004595,01,1995-07-07 00:00:00.000000,2006-11-07 00:00:00.000000,FJC,Fedders Corp.
004595,01,2006-11-08 00:00:00.000000,2900-01-01 00:00:00.000000,FJCC,Fedders Corp.
004598,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,FDX,FedEx Corp.
004600,01,1986-12-14 00:00:00.000000,2002-04-24 00:00:00.000000,FMO,Federal-Mogul Holdings Corp
004600,01,2002-04-25 00:00:00.000000,2900-01-01 00:00:00.000000,3FDMLQ,Federal-Mogul Holdings Corp
004601,01,1986-12-14 00:00:00.000000,2010-07-07 00:00:00.000000,FNM,Federal National Mortgage Association
004601,01,2010-07-08 00:00:00.000000,2016-02-24 00:00:00.000000,3FNMA,Federal National Mortgage Association
004601,01,2016-02-25 00:00:00.000000,2900-01-01 00:00:00.000000,FNMA,Federal National Mortgage Association
004603,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,FBO,Federal Paper Board Co
004605,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,FRT,Federal Realty Investment Trust
004611,02,1986-12-14 00:00:00.000000,1989-02-06 00:00:00.000000,FDS,Macy's Inc
004611,02,1989-02-07 00:00:00.000000,1991-01-23 00:00:00.000000,CMAFC2,Macy's Inc
004611,02,1991-01-24 00:00:00.000000,2007-05-31 00:00:00.000000,FD,Macy's Inc
004611,02,2007-06-01 00:00:00.000000,2900-01-01 00:00:00.000000,M,Macy's Inc
004628,01,1987-04-30 00:00:00.000000,1988-12-29 00:00:00.000000,FBD,Fibreboard Corp-Old
004628,01,1988-12-30 00:00:00.000000,2900-01-01 00:00:00.000000,FBD.,Fibreboard Corp-Old
004640,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,FITB,Fifth Third Bancorp
004652,01,1986-12-14 00:00:00.000000,1989-04-27 00:00:00.000000,FIN,Financial Corp of America
004652,01,1989-04-28 00:00:00.000000,2900-01-01 00:00:00.000000,5930B,Financial Corp of America
004654,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,FFI.,Financial Federation
004654,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,FFI.1,Financial Federation
004672,01,1986-12-14 00:00:00.000000,1991-01-23 00:00:00.000000,FIR,Firestone Tire & Rubber Co
004672,01,1991-01-24 00:00:00.000000,2900-01-01 00:00:00.000000,FIR.1,Firestone Tire & Rubber Co
004674,01,1986-12-14 00:00:00.000000,1994-05-03 00:00:00.000000,FABC,Regions Financial Corp
004674,01,1994-05-04 00:00:00.000000,2002-05-02 00:00:00.000000,RGBK,Regions Financial Corp
004674,01,2002-05-03 00:00:00.000000,2900-01-01 00:00:00.000000,RF,Regions Financial Corp
004682,01,1986-12-14 00:00:00.000000,1997-08-03 00:00:00.000000,FBS,U S Bancorp/DE-Old
004682,01,1997-08-04 00:00:00.000000,2001-02-26 00:00:00.000000,USB,U S Bancorp/DE-Old
004682,01,2001-02-27 00:00:00.000000,2900-01-01 00:00:00.000000,USB.1,U S Bancorp/DE-Old
004688,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,FCF,First Charter Financial
004688,01,1998-05-01 00:00:00.000000,2015-06-29 00:00:00.000000,FCF..,First Charter Financial
004688,01,2015-06-30 00:00:00.000000,2900-01-01 00:00:00.000000,FCF.1,First Charter Financial
004689,01,1986-12-14 00:00:00.000000,2000-12-20 00:00:00.000000,FNB,First Chicago Corp
004689,01,2000-12-21 00:00:00.000000,2900-01-01 00:00:00.000000,FNB.,First Chicago Corp
004699,01,1986-12-14 00:00:00.000000,1988-03-30 00:00:00.000000,FEMP,M&T Bank Corp
004699,01,1988-03-31 00:00:00.000000,1998-05-31 00:00:00.000000,FES,M&T Bank Corp
004699,01,1998-06-01 00:00:00.000000,2900-01-01 00:00:00.000000,MTB,M&T Bank Corp
004700,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,FFB,First Fidelity Bancorp
004710,01,1986-12-14 00:00:00.000000,2012-06-25 00:00:00.000000,I,First Interstate Bancorp
004710,01,2012-06-26 00:00:00.000000,2900-01-01 00:00:00.000000,I.1,First Interstate Bancorp
004719,01,1986-12-14 00:00:00.000000,1996-12-26 00:00:00.000000,FRM,ChemFirst Inc.
004719,01,1996-12-27 00:00:00.000000,1997-01-09 00:00:00.000000,CEM.WI,ChemFirst Inc.
004719,01,1997-01-10 00:00:00.000000,2004-03-24 00:00:00.000000,CEM,ChemFirst Inc.
004719,01,2004-03-25 00:00:00.000000,2005-06-30 00:00:00.000000,CEM.,ChemFirst Inc.
004719,01,2005-07-01 00:00:00.000000,2900-01-01 00:00:00.000000,CEM.2,ChemFirst Inc.
004723,01,1986-12-14 00:00:00.000000,1989-04-11 00:00:00.000000,FNAC,U.S. Bancorp
004723,01,1989-04-12 00:00:00.000000,1994-05-05 00:00:00.000000,STRZ,U.S. Bancorp
004723,01,1994-05-06 00:00:00.000000,1998-11-22 00:00:00.000000,STB,U.S. Bancorp
004723,01,1998-11-23 00:00:00.000000,2001-02-26 00:00:00.000000,FSR,U.S. Bancorp
004723,01,2001-02-27 00:00:00.000000,2900-01-01 00:00:00.000000,USB,U.S. Bancorp
004724,01,1988-09-08 00:00:00.000000,1991-01-23 00:00:00.000000,FST.,First National Stores Inc
004724,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,FST.4,First National Stores Inc
004732,01,1986-12-14 00:00:00.000000,2008-12-31 00:00:00.000000,FPA,First Pennsylvania Corp
004732,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,FPA.,First Pennsylvania Corp
004737,01,1986-12-14 00:00:00.000000,1999-07-27 00:00:00.000000,FTEN,First Horizon National Corp
004737,01,1999-07-28 00:00:00.000000,2004-04-20 00:00:00.000000,FTN,First Horizon National Corp
004737,01,2004-04-21 00:00:00.000000,2900-01-01 00:00:00.000000,FHN,First Horizon National Corp
004739,01,1986-12-14 00:00:00.000000,1988-08-03 00:00:00.000000,FUNC,Wachovia Corp
004739,01,1988-08-04 00:00:00.000000,2001-09-03 00:00:00.000000,FTU,Wachovia Corp
004739,01,2001-09-04 00:00:00.000000,2014-04-07 00:00:00.000000,WB,Wachovia Corp
004739,01,2014-04-08 00:00:00.000000,2900-01-01 00:00:00.000000,WB.3,Wachovia Corp
004764,01,1986-12-14 00:00:00.000000,1988-02-27 00:00:00.000000,FLT,FleetBoston Financial Corp.
004764,01,1988-02-28 00:00:00.000000,1992-04-21 00:00:00.000000,FNG,FleetBoston Financial Corp.
004764,01,1992-04-22 00:00:00.000000,1999-11-21 00:00:00.000000,FLT,FleetBoston Financial Corp.
004764,01,1999-11-22 00:00:00.000000,2900-01-01 00:00:00.000000,FBF,FleetBoston Financial Corp.
004768,01,1986-12-14 00:00:00.000000,2009-01-04 00:00:00.000000,FLE,Fleetwood Enterprises Inc.
004768,01,2009-01-05 00:00:00.000000,2009-01-25 00:00:00.000000,FLTW,Fleetwood Enterprises Inc.
004768,01,2009-01-26 00:00:00.000000,2009-03-10 00:00:00.000000,3FLTW,Fleetwood Enterprises Inc.
004768,01,2009-03-11 00:00:00.000000,2009-03-22 00:00:00.000000,3FLTWQ,Fleetwood Enterprises Inc.
004768,01,2009-03-23 00:00:00.000000,2009-04-21 00:00:00.000000,3FLTWE,Fleetwood Enterprises Inc.
004768,01,2009-04-22 00:00:00.000000,2009-08-02 00:00:00.000000,3FLTWQ,Fleetwood Enterprises Inc.
004768,01,2009-08-03 00:00:00.000000,2009-09-01 00:00:00.000000,3FLTQE,Fleetwood Enterprises Inc.
004768,01,2009-09-02 00:00:00.000000,2900-01-01 00:00:00.000000,FLTWQ,Fleetwood Enterprises Inc.
004769,01,1986-12-14 00:00:00.000000,2003-04-01 00:00:00.000000,FLM,Fleming Companies Inc.
004769,01,2003-04-02 00:00:00.000000,2003-07-20 00:00:00.000000,3FLMIQ,Fleming Companies Inc.
004769,01,2003-07-21 00:00:00.000000,2900-01-01 00:00:00.000000,FLMIQ,Fleming Companies Inc.
004780,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,FO,Flintkote Co
004780,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,FO.2,Flintkote Co
004790,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,FLA,Florida East Coast Industries Inc.
004799,01,1998-05-01 00:00:00.000000,2014-11-12 00:00:00.000000,FPC1,Duke Energy Florida Inc
004799,01,2014-11-13 00:00:00.000000,2900-01-01 00:00:00.000000,DUK9,Duke Energy Florida Inc
004800,01,1986-12-14 00:00:00.000000,2003-09-22 00:00:00.000000,FPC,Florida Progress Corp
004800,01,2003-09-23 00:00:00.000000,2900-01-01 00:00:00.000000,PGN3,Florida Progress Corp
004818,01,1986-12-14 00:00:00.000000,2000-11-30 00:00:00.000000,FLR,Fluor Corp
004818,01,2000-12-01 00:00:00.000000,2000-12-20 00:00:00.000000,MEE,Fluor Corp
004818,01,2000-12-21 00:00:00.000000,2900-01-01 00:00:00.000000,FLR,Fluor Corp
004839,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,F,Ford Motor Co
004841,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,FOR.1,Foremost Dairies Inc
004843,01,1986-12-14 00:00:00.000000,2001-01-07 00:00:00.000000,FRX,Forest Laboratories Inc
004843,01,2001-01-08 00:00:00.000000,2001-01-16 00:00:00.000000,FRX.A,Forest Laboratories Inc
004843,01,2001-01-17 00:00:00.000000,2900-01-01 00:00:00.000000,FRX,Forest Laboratories Inc
004850,01,1986-12-14 00:00:00.000000,1988-09-07 00:00:00.000000,FHP,Fort Howard Corp
004850,01,1988-09-08 00:00:00.000000,2900-01-01 00:00:00.000000,5906B,Fort Howard Corp
004864,01,1986-12-14 00:00:00.000000,2003-11-13 00:00:00.000000,FWC,Foster Wheeler AG
004864,01,2003-11-14 00:00:00.000000,2004-11-29 00:00:00.000000,3FWLRF,Foster Wheeler AG
004864,01,2004-11-30 00:00:00.000000,2005-06-02 00:00:00.000000,3FWHLF,Foster Wheeler AG
004864,01,2005-06-03 00:00:00.000000,2900-01-01 00:00:00.000000,FWLT,Foster Wheeler AG
004885,01,1986-12-14 00:00:00.000000,1987-01-30 00:00:00.000000,FRRI,Franklin Resources Inc
004885,01,1987-01-31 00:00:00.000000,2900-01-01 00:00:00.000000,BEN,Franklin Resources Inc
004895,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,FTX,Freeport McMoran Inc
004920,03,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,FTR.1,K-H Corp
004937,01,1987-04-30 00:00:00.000000,1989-01-30 00:00:00.000000,GAC,GAC Corp
004937,01,1989-01-31 00:00:00.000000,1991-01-23 00:00:00.000000,GAC.,GAC Corp
004937,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,GAC.2,GAC Corp
004940,02,1986-12-14 00:00:00.000000,1989-04-12 00:00:00.000000,GAF,G-I Holdings Inc
004940,02,1989-04-13 00:00:00.000000,1989-09-28 00:00:00.000000,5876B,G-I Holdings Inc
004940,02,1989-09-29 00:00:00.000000,2900-01-01 00:00:00.000000,5876C,G-I Holdings Inc
004945,01,1987-04-30 00:00:00.000000,2006-08-15 00:00:00.000000,GDVI,GDV Inc
004945,01,2006-08-16 00:00:00.000000,2900-01-01 00:00:00.000000,GDVI.1,GDV Inc
004951,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,GK,GK Technologies Inc
004951,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,GK.,GK Technologies Inc
004961,01,1986-12-14 00:00:00.000000,2005-05-22 00:00:00.000000,GTE,GTE Corp
004961,01,2005-05-23 00:00:00.000000,2900-01-01 00:00:00.000000,GTE.1,GTE Corp
004973,01,1986-12-14 00:00:00.000000,1987-12-30 00:00:00.000000,AJGC,Arthur J. Gallagher & Co.
004973,01,1987-12-31 00:00:00.000000,2900-01-01 00:00:00.000000,AJG,Arthur J. Gallagher & Co.
004979,01,1987-04-30 00:00:00.000000,1988-09-29 00:00:00.000000,QWIX1,Gamble-Skogmo
004979,01,1988-09-30 00:00:00.000000,2900-01-01 00:00:00.000000,WIX1,Gamble-Skogmo
004988,01,1986-12-14 00:00:00.000000,2015-06-28 00:00:00.000000,GCI,TEGNA Inc
004988,01,2015-06-29 00:00:00.000000,2900-01-01 00:00:00.000000,TGNA,TEGNA Inc
004990,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GPS,Gap Inc
004995,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,GDC.1,Gardner-Denver Co
004995,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,GDC.2,Gardner-Denver Co
005020,01,1986-12-14 00:00:00.000000,1988-03-30 00:00:00.000000,GENE,Genentech Inc
005020,01,1988-03-31 00:00:00.000000,1990-09-19 00:00:00.000000,GNE,Genentech Inc
005020,01,1990-09-20 00:00:00.000000,1995-09-21 00:00:00.000000,GNE.,Genentech Inc
005020,01,1995-09-22 00:00:00.000000,2004-09-23 00:00:00.000000,GNE.1,Genentech Inc
005020,01,2004-09-24 00:00:00.000000,2008-12-31 00:00:00.000000,GNE.2,Genentech Inc
005020,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,GNE.3,Genentech Inc
005025,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,GAO,General American Oil Co/TX
005038,01,1986-12-14 00:00:00.000000,1993-03-16 00:00:00.000000,GCN,Harcourt General Inc
005038,01,1993-03-17 00:00:00.000000,2006-07-31 00:00:00.000000,H,Harcourt General Inc
005038,01,2006-08-01 00:00:00.000000,2008-12-31 00:00:00.000000,H.1,Harcourt General Inc
005038,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,H.2,Harcourt General Inc
005046,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GD,General Dynamics Corp
005047,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GE,General Electric Co
005054,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,GFN.2,General Finance Co
005055,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,MO1,General Foods Corp
005060,01,1986-12-14 00:00:00.000000,2008-03-26 00:00:00.000000,GH,General Host Corp
005060,01,2008-03-27 00:00:00.000000,2011-01-09 00:00:00.000000,GH.,General Host Corp
005060,01,2011-01-10 00:00:00.000000,2900-01-01 00:00:00.000000,GH.2,General Host Corp
005063,01,1986-12-14 00:00:00.000000,1992-08-31 00:00:00.000000,GRL,General Instrument Corp
005063,01,1992-09-01 00:00:00.000000,1997-07-27 00:00:00.000000,GIC,General Instrument Corp
005063,01,1997-07-28 00:00:00.000000,1998-02-01 00:00:00.000000,NLV,General Instrument Corp
005063,01,1998-02-02 00:00:00.000000,2005-03-24 00:00:00.000000,GIC,General Instrument Corp
005063,01,2005-03-25 00:00:00.000000,2013-04-15 00:00:00.000000,GIC.,General Instrument Corp
005063,01,2013-04-16 00:00:00.000000,2900-01-01 00:00:00.000000,GIC.3,General Instrument Corp
005071,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GIS,General Mills Inc.
005073,01,1986-12-14 00:00:00.000000,2009-06-01 00:00:00.000000,GM,General Motors Co
005073,01,2009-06-02 00:00:00.000000,2009-07-14 00:00:00.000000,GMGMQ,General Motors Co
005073,01,2009-07-15 00:00:00.000000,2900-01-01 00:00:00.000000,MTLQQ,General Motors Co
005073,19,2010-11-16 00:00:00.000000,2900-01-01 00:00:00.000000,GM,General Motors Co
005074,01,1986-12-14 00:00:00.000000,1996-06-11 00:00:00.000000,GME,Electronic Data Systems Corp
005074,01,1996-06-12 00:00:00.000000,2008-12-31 00:00:00.000000,EDS,Electronic Data Systems Corp
005074,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,EDS.,Electronic Data Systems Corp
005077,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,LAF1,General Portland Inc
005079,01,1986-12-14 00:00:00.000000,2004-09-19 00:00:00.000000,GPU,GPU Inc
005079,01,2004-09-20 00:00:00.000000,2900-01-01 00:00:00.000000,GPU.,GPU Inc
005080,01,1986-12-14 00:00:00.000000,2002-09-19 00:00:00.000000,GRN,General Re Corp
005080,01,2002-09-20 00:00:00.000000,2004-03-24 00:00:00.000000,GRN.,General Re Corp
005080,01,2004-03-25 00:00:00.000000,2900-01-01 00:00:00.000000,GRN.1,General Re Corp
005087,01,1986-12-14 00:00:00.000000,1998-10-06 00:00:00.000000,GSX,SPX Corp
005087,01,1998-10-07 00:00:00.000000,2015-09-27 00:00:00.000000,SPW,SPX Corp
005087,01,2015-09-28 00:00:00.000000,2900-01-01 00:00:00.000000,SPXC,SPX Corp
005088,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,GSI,General Steel Industries
005088,01,1998-05-01 00:00:00.000000,2004-06-29 00:00:00.000000,GSI.,General Steel Industries
005088,01,2004-06-30 00:00:00.000000,2900-01-01 00:00:00.000000,GSI.2,General Steel Industries
005109,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GCO,Genesco Inc.
005125,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GPC,Genuine Parts Co
005134,01,1986-12-14 00:00:00.000000,2006-06-22 00:00:00.000000,GP,Georgia-Pacific Corp
005134,01,2006-06-23 00:00:00.000000,2008-04-23 00:00:00.000000,GP.,Georgia-Pacific Corp
005134,01,2008-04-24 00:00:00.000000,2900-01-01 00:00:00.000000,GP.1,Georgia-Pacific Corp
005141,01,1986-12-14 00:00:00.000000,1998-05-07 00:00:00.000000,GEB,Gerber Products Co
005141,01,1998-05-08 00:00:00.000000,1998-12-22 00:00:00.000000,GEB.,Gerber Products Co
005141,01,1998-12-23 00:00:00.000000,2900-01-01 00:00:00.000000,GEB.1,Gerber Products Co
005148,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,GET,Getty Oil Co
005148,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,GET.2,Getty Oil Co
005151,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GFS.A,Giant Food Inc
005163,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,GID,Giddings & Lewis Inc
005163,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,GID.,Giddings & Lewis Inc
005169,01,1986-12-14 00:00:00.000000,1991-09-12 00:00:00.000000,GS,Gillette Co (The)
005169,01,1991-09-13 00:00:00.000000,2007-07-23 00:00:00.000000,G,Gillette Co (The)
005169,01,2007-07-24 00:00:00.000000,2900-01-01 00:00:00.000000,G.1,Gillette Co (The)
005171,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,2003A,Gimbel Brothers Inc
005172,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,GNO,Gino's Inc
005172,01,1998-05-01 00:00:00.000000,2013-11-11 00:00:00.000000,GNO.,Gino's Inc
005172,01,2013-11-12 00:00:00.000000,2900-01-01 00:00:00.000000,GNO.1,Gino's Inc
005187,02,1986-12-14 00:00:00.000000,1989-03-21 00:00:00.000000,QGLM,GlobalSantaFe Corp.
005187,02,1989-03-22 00:00:00.000000,2001-11-20 00:00:00.000000,GLM,GlobalSantaFe Corp.
005187,02,2001-11-21 00:00:00.000000,2010-11-01 00:00:00.000000,GSF,GlobalSantaFe Corp.
005187,02,2010-11-02 00:00:00.000000,2900-01-01 00:00:00.000000,GSF.2,GlobalSantaFe Corp.
005211,01,1986-12-14 00:00:00.000000,1991-06-09 00:00:00.000000,GNG,Mirage Resorts Inc
005211,01,1991-06-10 00:00:00.000000,2001-01-21 00:00:00.000000,MIR,Mirage Resorts Inc
005211,01,2001-01-22 00:00:00.000000,2900-01-01 00:00:00.000000,MIR.1,Mirage Resorts Inc
005216,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GDW,Golden West Financial Corp.
005229,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GR,Goodrich Corp
005234,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GT,Goodyear Tire & Rubber Co
005245,01,1986-12-14 00:00:00.000000,1991-01-23 00:00:00.000000,GLD,Gould Inc
005245,01,1991-01-24 00:00:00.000000,2008-12-31 00:00:00.000000,GLD.2,Gould Inc
005245,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,GLD.3,Gould Inc
005250,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GRA,Grace (W R) & Co
005256,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GWW,Grainger (W.W.) Inc
005261,01,1988-09-08 00:00:00.000000,2900-01-01 00:00:00.000000,GUX,Grand Union Co-Old
005270,01,1988-09-08 00:00:00.000000,1991-01-23 00:00:00.000000,GTY.,Grant (W.T.) Co
005270,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,GTY.1,Grant (W.T.) Co
005301,01,1986-12-14 00:00:00.000000,2010-12-12 00:00:00.000000,GAP,Great Atlantic & Pacific Tea Co Inc. (The)
005301,01,2010-12-13 00:00:00.000000,2900-01-01 00:00:00.000000,GAPTQ,Great Atlantic & Pacific Tea Co Inc. (The)
005306,01,1986-12-14 00:00:00.000000,2006-04-30 00:00:00.000000,GLK,Great Lakes Chemical Corp.
005306,01,2006-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,GLK.1,Great Lakes Chemical Corp.
005314,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GNN,Great Northern Nekoosa Corp
005321,01,1986-12-14 00:00:00.000000,2002-09-25 00:00:00.000000,GWF,Great Western Financial
005321,01,2002-09-26 00:00:00.000000,2900-01-01 00:00:00.000000,GWF.,Great Western Financial
005328,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,GG,Green Giant Co
005328,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,GG.1,Green Giant Co
005331,01,1986-12-14 00:00:00.000000,2000-04-17 00:00:00.000000,GNT,Conseco Finance Corp
005331,01,2000-04-18 00:00:00.000000,2002-06-25 00:00:00.000000,GNT.1,Conseco Finance Corp
005331,01,2002-06-26 00:00:00.000000,2003-08-10 00:00:00.000000,CNC1,Conseco Finance Corp
005331,01,2003-08-11 00:00:00.000000,2900-01-01 00:00:00.000000,3CNCEQ1,Conseco Finance Corp
005342,01,1986-12-14 00:00:00.000000,1991-05-14 00:00:00.000000,G,MoneyGram International Inc
005342,01,1991-05-15 00:00:00.000000,1996-08-18 00:00:00.000000,DL,MoneyGram International Inc
