gvkey,iid,efffrom,effthru,itemvalue,conml
061413,01,1996-03-07 00:00:00.000000,2008-08-12 00:00:00.000000,UPR,Union Pacific Resources Group
061413,01,2008-08-13 00:00:00.000000,2900-01-01 00:00:00.000000,UPR.1,Union Pacific Resources Group
061464,01,1995-11-09 00:00:00.000000,2000-06-25 00:00:00.000000,UMG,Mediaone Group Inc
061464,01,2000-06-26 00:00:00.000000,2900-01-01 00:00:00.000000,UMG.Z,Mediaone Group Inc
061483,01,1996-04-11 00:00:00.000000,2000-10-08 00:00:00.000000,TRL,DaVita Inc
061483,01,2000-10-09 00:00:00.000000,2900-01-01 00:00:00.000000,DVA,DaVita Inc
061489,01,1995-11-09 00:00:00.000000,2000-07-04 00:00:00.000000,USW,Qwest Communications International Inc.
061489,01,2000-07-05 00:00:00.000000,2013-05-07 00:00:00.000000,Q,Qwest Communications International Inc.
061489,01,2013-05-08 00:00:00.000000,2900-01-01 00:00:00.000000,Q.2,Qwest Communications International Inc.
061494,01,1996-03-07 00:00:00.000000,2900-01-01 00:00:00.000000,HSIC,Henry Schein Inc
061513,01,1996-04-11 00:00:00.000000,2900-01-01 00:00:00.000000,SNDK,SanDisk Corp
061552,01,1996-02-08 00:00:00.000000,2001-01-08 00:00:00.000000,LXK,Lexmark International Inc.
061552,01,2001-01-09 00:00:00.000000,2001-01-18 00:00:00.000000,LXK.A,Lexmark International Inc.
061552,01,2001-01-19 00:00:00.000000,2900-01-01 00:00:00.000000,LXK,Lexmark International Inc.
061567,01,1996-02-29 00:00:00.000000,2001-01-08 00:00:00.000000,EL,Estee Lauder Cos Inc (The)
061567,01,2001-01-09 00:00:00.000000,2001-01-18 00:00:00.000000,EL.A,Estee Lauder Cos Inc (The)
061567,01,2001-01-19 00:00:00.000000,2900-01-01 00:00:00.000000,EL,Estee Lauder Cos Inc (The)
061574,01,1996-04-24 00:00:00.000000,2900-01-01 00:00:00.000000,WAT,Waters Corp
061591,01,1996-04-24 00:00:00.000000,2900-01-01 00:00:00.000000,NTAP,NetApp Inc
061676,01,1996-03-14 00:00:00.000000,2900-01-01 00:00:00.000000,CTXS,Citrix Systems Inc.
061738,01,1995-12-21 00:00:00.000000,2000-09-04 00:00:00.000000,ITT,ITT Corporation
061738,01,2000-09-05 00:00:00.000000,2008-12-31 00:00:00.000000,ITT.,ITT Corporation
061738,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,ITT.1,ITT Corporation
061739,01,1995-12-21 00:00:00.000000,2900-01-01 00:00:00.000000,HIG,Hartford Financial Services Group Inc. (The)
062263,01,1996-07-31 00:00:00.000000,2900-01-01 00:00:00.000000,ALXN,Alexion Pharmaceuticals Inc
062374,01,1996-06-06 00:00:00.000000,1999-04-25 00:00:00.000000,IMTN,Iron Mountain Inc
062374,01,1999-04-26 00:00:00.000000,2900-01-01 00:00:00.000000,IRM,Iron Mountain Inc
062599,01,1996-04-18 00:00:00.000000,2900-01-01 00:00:00.000000,LU,Lucent Technologies Inc
062602,01,1996-09-19 00:00:00.000000,2900-01-01 00:00:00.000000,SAPE,Sapient Corp
062634,01,1996-06-06 00:00:00.000000,2017-06-18 00:00:00.000000,YHOO,Altaba Inc
062634,01,2017-06-19 00:00:00.000000,2900-01-01 00:00:00.000000,AABA,Altaba Inc
062655,01,1996-10-31 00:00:00.000000,1997-03-04 00:00:00.000000,SWZA,Dean Foods Co
062655,01,1997-03-05 00:00:00.000000,2001-12-20 00:00:00.000000,SZA,Dean Foods Co
062655,01,2001-12-21 00:00:00.000000,2900-01-01 00:00:00.000000,DF,Dean Foods Co
062689,05,2002-08-15 00:00:00.000000,2004-05-03 00:00:00.000000,TAP.B,Travelers Companies Inc (The)
062689,05,2004-05-04 00:00:00.000000,2007-02-26 00:00:00.000000,STA,Travelers Companies Inc (The)
062689,05,2007-02-27 00:00:00.000000,2900-01-01 00:00:00.000000,TRV,Travelers Companies Inc (The)
062897,01,1996-05-31 00:00:00.000000,2900-01-01 00:00:00.000000,TUP,Tupperware Brands Corp
062984,01,1996-08-22 00:00:00.000000,1998-07-15 00:00:00.000000,TIMT,Titanium Metals Corp
062984,01,1998-07-16 00:00:00.000000,2900-01-01 00:00:00.000000,TIE,Titanium Metals Corp
063080,01,1996-11-07 00:00:00.000000,2900-01-01 00:00:00.000000,ANSS,ANSYS Inc
063099,01,1996-11-29 00:00:00.000000,2002-07-29 00:00:00.000000,BVSN,Broadvision Inc
063099,01,2002-07-30 00:00:00.000000,2002-08-26 00:00:00.000000,BVSND,Broadvision Inc
063099,01,2002-08-27 00:00:00.000000,2007-05-23 00:00:00.000000,BVSN,Broadvision Inc
063099,01,2007-05-24 00:00:00.000000,2008-10-26 00:00:00.000000,3BVSN,Broadvision Inc
063099,01,2008-10-27 00:00:00.000000,2008-11-09 00:00:00.000000,3BVIS,Broadvision Inc
063099,01,2008-11-10 00:00:00.000000,2900-01-01 00:00:00.000000,BVSN,Broadvision Inc
063180,01,1996-11-14 00:00:00.000000,2900-01-01 00:00:00.000000,SEBL,Siebel Systems Inc
063501,01,1996-12-05 00:00:00.000000,2001-02-13 00:00:00.000000,EGRP,E*TRADE Financial Corporation
063501,01,2001-02-14 00:00:00.000000,2006-12-26 00:00:00.000000,ET,E*TRADE Financial Corporation
063501,01,2006-12-27 00:00:00.000000,2010-06-01 00:00:00.000000,ETFC,E*TRADE Financial Corporation
063501,01,2010-06-02 00:00:00.000000,2010-06-29 00:00:00.000000,ETFCD,E*TRADE Financial Corporation
063501,01,2010-06-30 00:00:00.000000,2900-01-01 00:00:00.000000,ETFC,E*TRADE Financial Corporation
063527,01,1996-12-05 00:00:00.000000,2900-01-01 00:00:00.000000,SRCL,Stericycle Inc
063605,01,1996-12-05 00:00:00.000000,2005-12-05 00:00:00.000000,CPN,Calpine Corp
063605,01,2005-12-06 00:00:00.000000,2005-12-21 00:00:00.000000,CPNL,Calpine Corp
063605,01,2005-12-22 00:00:00.000000,2900-01-01 00:00:00.000000,CPNLQ,Calpine Corp
063643,01,1996-12-19 00:00:00.000000,2001-01-03 00:00:00.000000,ANF,Abercrombie & Fitch Co.
063643,01,2001-01-04 00:00:00.000000,2001-01-11 00:00:00.000000,ANF.A,Abercrombie & Fitch Co.
063643,01,2001-01-12 00:00:00.000000,2900-01-01 00:00:00.000000,ANF,Abercrombie & Fitch Co.
063645,01,1997-02-13 00:00:00.000000,2000-07-27 00:00:00.000000,ALGO,Endo International plc
063645,01,2000-07-28 00:00:00.000000,2900-01-01 00:00:00.000000,ENDP,Endo International plc
063669,01,1997-01-09 00:00:00.000000,2015-07-06 00:00:00.000000,UVN,Univision Communications Inc.
063669,01,2015-07-07 00:00:00.000000,2900-01-01 00:00:00.000000,UVN.1,Univision Communications Inc.
063766,01,1996-11-21 00:00:00.000000,2001-01-08 00:00:00.000000,TSG,Sabre Holdings Corp
063766,01,2001-01-09 00:00:00.000000,2001-01-21 00:00:00.000000,TSG.A,Sabre Holdings Corp
063766,01,2001-01-22 00:00:00.000000,2008-12-31 00:00:00.000000,TSG,Sabre Holdings Corp
063766,01,2009-01-01 00:00:00.000000,2010-07-22 00:00:00.000000,TSG.,Sabre Holdings Corp
063766,01,2010-07-23 00:00:00.000000,2900-01-01 00:00:00.000000,TSG.2,Sabre Holdings Corp
063800,01,1996-11-07 00:00:00.000000,1998-06-30 00:00:00.000000,CZT,IMS Health Holdings Inc
063800,01,1998-07-01 00:00:00.000000,2900-01-01 00:00:00.000000,RX,IMS Health Holdings Inc
063892,01,1996-12-31 00:00:00.000000,2005-03-13 00:00:00.000000,NOI,National Oilwell Varco Inc
063892,01,2005-03-14 00:00:00.000000,2900-01-01 00:00:00.000000,NOV,National Oilwell Varco Inc
064096,01,1996-12-19 00:00:00.000000,2900-01-01 00:00:00.000000,NNS,Newport News Shipbuilding
064156,01,1997-01-23 00:00:00.000000,2003-04-30 00:00:00.000000,TMPW,Monster Worldwide Inc.
064156,01,2003-05-01 00:00:00.000000,2008-11-09 00:00:00.000000,MNST,Monster Worldwide Inc.
064156,01,2008-11-10 00:00:00.000000,2900-01-01 00:00:00.000000,MWW,Monster Worldwide Inc.
064166,01,1997-04-10 00:00:00.000000,2900-01-01 00:00:00.000000,DGX,Quest Diagnostics Inc
064356,01,1997-03-06 00:00:00.000000,2006-09-24 00:00:00.000000,CIEN,Ciena Corp
064356,01,2006-09-25 00:00:00.000000,2006-10-22 00:00:00.000000,CIEND,Ciena Corp
064356,01,2006-10-23 00:00:00.000000,2900-01-01 00:00:00.000000,CIEN,Ciena Corp
064410,01,1997-03-13 00:00:00.000000,2900-01-01 00:00:00.000000,KMX,CarMax Inc
064630,01,1997-06-12 00:00:00.000000,2900-01-01 00:00:00.000000,TTWO,Take-Two Interactive Software Inc
064768,01,1997-06-19 00:00:00.000000,2900-01-01 00:00:00.000000,AMZN,Amazon.com Inc
064821,01,1997-07-10 00:00:00.000000,2900-01-01 00:00:00.000000,ARE,Alexandria Real Estate Equities Inc.
064853,01,1997-07-10 00:00:00.000000,2015-01-01 00:00:00.000000,RFMD,Qorvo Inc
064853,01,2015-01-02 00:00:00.000000,2900-01-01 00:00:00.000000,QRVO,Qorvo Inc
064891,01,1997-06-19 00:00:00.000000,2900-01-01 00:00:00.000000,RL,Ralph Lauren Corp
064925,01,1997-07-24 00:00:00.000000,2900-01-01 00:00:00.000000,BXP,Boston Properties Inc
065048,01,1997-08-21 00:00:00.000000,2900-01-01 00:00:00.000000,EOP,Equity Office Properties Trust
065290,01,1997-10-09 00:00:00.000000,2900-01-01 00:00:00.000000,SLG,SL Green Realty Corp.
065345,01,1997-10-09 00:00:00.000000,2900-01-01 00:00:00.000000,ACAS,American Capital Ltd
065351,01,1986-12-14 00:00:00.000000,1994-05-18 00:00:00.000000,CPH,Providian Corp
065351,01,1994-05-19 00:00:00.000000,1997-09-04 00:00:00.000000,PVN,Providian Corp
065351,01,1997-09-05 00:00:00.000000,1999-12-21 00:00:00.000000,PVN.,Providian Corp
065351,01,1999-12-22 00:00:00.000000,2002-09-25 00:00:00.000000,PVN.1,Providian Corp
065351,01,2002-09-26 00:00:00.000000,2900-01-01 00:00:00.000000,PVN.2,Providian Corp
065417,01,1997-10-09 00:00:00.000000,2900-01-01 00:00:00.000000,YUM,YUM! Brands Inc.
065554,01,1997-10-31 00:00:00.000000,2900-01-01 00:00:00.000000,PWER,Power-One Inc.
065609,01,1997-11-28 00:00:00.000000,2005-10-16 00:00:00.000000,CHRW,C.H. Robinson Worldwide Inc.
065609,01,2005-10-17 00:00:00.000000,2005-11-13 00:00:00.000000,CHRWD,C.H. Robinson Worldwide Inc.
065609,01,2005-11-14 00:00:00.000000,2900-01-01 00:00:00.000000,CHRW,C.H. Robinson Worldwide Inc.
065772,01,1998-01-15 00:00:00.000000,2900-01-01 00:00:00.000000,MTD,Mettler-Toledo International Inc
065886,01,1998-01-30 00:00:00.000000,2900-01-01 00:00:00.000000,AMG,Affiliated Managers Group Inc.
065904,01,1998-02-12 00:00:00.000000,2007-12-10 00:00:00.000000,AMCC,Applied Micro Circuits Corp
065904,01,2007-12-11 00:00:00.000000,2008-01-09 00:00:00.000000,AMCCD,Applied Micro Circuits Corp
065904,01,2008-01-10 00:00:00.000000,2900-01-01 00:00:00.000000,AMCC,Applied Micro Circuits Corp
065967,01,1998-05-01 00:00:00.000000,2001-07-15 00:00:00.000000,AMSGA,Envision Healthcare Corp
065967,01,2001-07-16 00:00:00.000000,2016-12-01 00:00:00.000000,AMSG,Envision Healthcare Corp
065967,01,2016-12-02 00:00:00.000000,2900-01-01 00:00:00.000000,EVHC,Envision Healthcare Corp
066065,01,1998-03-31 00:00:00.000000,2900-01-01 00:00:00.000000,URI,United Rentals Inc.
066368,01,1998-02-12 00:00:00.000000,2900-01-01 00:00:00.000000,VRSN,Verisign Inc
066446,01,1998-03-31 00:00:00.000000,2900-01-01 00:00:00.000000,PWR,Quanta Services Inc.
066708,01,1998-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,BRCM,Broadcom Corp
066731,01,1998-05-14 00:00:00.000000,2900-01-01 00:00:00.000000,FII,Federated Investors Inc.
100243,03,2019-06-11 00:00:00.000000,2900-01-01 00:00:00.000000,AMCR,Amcor Plc
100873,03,2010-05-06 00:00:00.000000,2011-01-25 00:00:00.000000,5100B,Nielsen Holdings plc
100873,03,2011-01-26 00:00:00.000000,2900-01-01 00:00:00.000000,NLSN,Nielsen Holdings plc
104432,01,2010-10-27 00:00:00.000000,2012-11-01 00:00:00.000000,1693B,Norwegian Cruise Line Holdings Ltd
104432,01,2012-11-02 00:00:00.000000,2900-01-01 00:00:00.000000,NCLH,Norwegian Cruise Line Holdings Ltd
105365,01,1998-06-05 00:00:00.000000,2900-01-01 00:00:00.000000,AMT,American Tower Corp
110179,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,VTR,Ventas Inc.
110536,01,1998-05-12 00:00:00.000000,2009-08-20 00:00:00.000000,YNR,Young & Rubicam Inc
110536,01,2009-08-21 00:00:00.000000,2900-01-01 00:00:00.000000,YNR.1,Young & Rubicam Inc
110685,01,1998-05-19 00:00:00.000000,2900-01-01 00:00:00.000000,LLL,L3 Technologies Inc
111864,01,1998-06-19 00:00:00.000000,2900-01-01 00:00:00.000000,CTSH,Cognizant Technology Solutions Corp
112033,01,1998-06-25 00:00:00.000000,2000-05-22 00:00:00.000000,KING,King Pharmaceuticals Inc.
112033,01,2000-05-23 00:00:00.000000,2900-01-01 00:00:00.000000,KG,King Pharmaceuticals Inc.
112168,01,1998-07-01 00:00:00.000000,2900-01-01 00:00:00.000000,RSG,Republic Services Inc.
113419,01,1998-08-13 00:00:00.000000,2900-01-01 00:00:00.000000,CVG,Convergys Corp
113490,01,1998-08-18 00:00:00.000000,2001-04-24 00:00:00.000000,TWRS,Crown Castle International Corp
113490,01,2001-04-25 00:00:00.000000,2900-01-01 00:00:00.000000,CCI,Crown Castle International Corp
113491,01,1998-08-14 00:00:00.000000,2000-11-05 00:00:00.000000,GBLX,Global Crossing Ltd
113491,01,2000-11-06 00:00:00.000000,2002-01-28 00:00:00.000000,GX,Global Crossing Ltd
113491,01,2002-01-29 00:00:00.000000,2002-04-21 00:00:00.000000,3GBLXQ,Global Crossing Ltd
113491,01,2002-04-22 00:00:00.000000,2002-05-27 00:00:00.000000,3GBLXE,Global Crossing Ltd
113491,01,2002-05-28 00:00:00.000000,2003-07-20 00:00:00.000000,3GBLXQ,Global Crossing Ltd
113491,01,2003-07-21 00:00:00.000000,2900-01-01 00:00:00.000000,GBLXQ,Global Crossing Ltd
114303,03,1999-07-13 00:00:00.000000,1999-07-14 00:00:00.000000,3CONBV,Conoco Inc
114303,03,1999-07-15 00:00:00.000000,1999-08-15 00:00:00.000000,COC.IB,Conoco Inc
114303,03,1999-08-16 00:00:00.000000,2001-10-07 00:00:00.000000,COC.B,Conoco Inc
114303,03,2001-10-08 00:00:00.000000,2002-09-16 00:00:00.000000,COC,Conoco Inc
114303,03,2002-09-17 00:00:00.000000,2008-09-02 00:00:00.000000,COP1,Conoco Inc
114303,03,2008-09-03 00:00:00.000000,2900-01-01 00:00:00.000000,COC1,Conoco Inc
114524,01,1998-09-24 00:00:00.000000,2900-01-01 00:00:00.000000,EBAY,eBay Inc.
114628,01,1998-09-25 00:00:00.000000,1999-03-23 00:00:00.000000,3611B,Goldman Sachs Group Inc (The)
114628,01,1999-03-24 00:00:00.000000,2900-01-01 00:00:00.000000,GS,Goldman Sachs Group Inc (The)
116245,01,1998-11-23 00:00:00.000000,1998-11-23 00:00:00.000000,PCS.2,Sprint PCS Group
116245,01,1998-11-24 00:00:00.000000,2007-05-02 00:00:00.000000,PCS,Sprint PCS Group
116245,01,2007-05-03 00:00:00.000000,2900-01-01 00:00:00.000000,PCS.1,Sprint PCS Group
116526,01,1998-12-09 00:00:00.000000,1999-01-03 00:00:00.000000,CNXTV,Conexant Systems Inc
116526,01,1999-01-04 00:00:00.000000,2008-06-29 00:00:00.000000,CNXT,Conexant Systems Inc
116526,01,2008-06-30 00:00:00.000000,2008-07-30 00:00:00.000000,CNXTD,Conexant Systems Inc
116526,01,2008-07-31 00:00:00.000000,2014-07-22 00:00:00.000000,CNXT,Conexant Systems Inc
116526,01,2014-07-23 00:00:00.000000,2900-01-01 00:00:00.000000,CNXT.1,Conexant Systems Inc
117768,01,1999-01-22 00:00:00.000000,2900-01-01 00:00:00.000000,NVDA,NVIDIA Corp
118122,01,1999-02-05 00:00:00.000000,2005-10-10 00:00:00.000000,DPH,Aptiv Plc
118122,01,2005-10-11 00:00:00.000000,2900-01-01 00:00:00.000000,DPHIQ,Aptiv Plc
118122,04,2011-08-19 00:00:00.000000,2017-12-04 00:00:00.000000,DLPH,Aptiv Plc
118122,04,2017-12-05 00:00:00.000000,2900-01-01 00:00:00.000000,APTV,Aptiv Plc
118577,01,1999-02-26 00:00:00.000000,2008-11-23 00:00:00.000000,IVGN,Life Technologies Corp
118577,01,2008-11-24 00:00:00.000000,2015-04-08 00:00:00.000000,LIFE,Life Technologies Corp
118577,01,2015-04-09 00:00:00.000000,2900-01-01 00:00:00.000000,LIFE.3,Life Technologies Corp
119314,01,1999-03-30 00:00:00.000000,2003-06-15 00:00:00.000000,PCLN,Booking Holdings Inc
119314,01,2003-06-16 00:00:00.000000,2003-07-14 00:00:00.000000,PCLND,Booking Holdings Inc
119314,01,2003-07-15 00:00:00.000000,2018-02-26 00:00:00.000000,PCLN,Booking Holdings Inc
119314,01,2018-02-27 00:00:00.000000,2900-01-01 00:00:00.000000,BKNG,Booking Holdings Inc
119417,01,1999-03-31 00:00:00.000000,2900-01-01 00:00:00.000000,PBG,Pepsi Bottling Group Inc.
120093,01,1999-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,CNX,CNX Resources Corp
120877,01,1999-06-15 00:00:00.000000,2004-08-01 00:00:00.000000,RJR,Reynolds American Inc
120877,01,2004-08-02 00:00:00.000000,2900-01-01 00:00:00.000000,RAI,Reynolds American Inc
121077,01,1999-06-04 00:00:00.000000,2900-01-01 00:00:00.000000,FFIV,F5 Networks Inc
121382,01,1999-06-16 00:00:00.000000,2900-01-01 00:00:00.000000,SBAC,SBA Communications Corp
121718,01,1999-06-25 00:00:00.000000,2900-01-01 00:00:00.000000,JNPR,Juniper Networks Inc
122015,01,1999-07-13 00:00:00.000000,2900-01-01 00:00:00.000000,HCBK,Hudson City Bancorp Inc
122147,01,1999-07-20 00:00:00.000000,2011-08-21 00:00:00.000000,RDG.,Reading Co
122147,01,2011-08-22 00:00:00.000000,2900-01-01 00:00:00.000000,RDG.1,Reading Co
122841,01,1999-08-11 00:00:00.000000,2006-12-11 00:00:00.000000,RHAT,Red Hat Inc
122841,01,2006-12-12 00:00:00.000000,2900-01-01 00:00:00.000000,RHT,Red Hat Inc
124434,01,1999-10-01 00:00:00.000000,2900-01-01 00:00:00.000000,BLK,Blackrock Inc
125533,01,1999-10-27 00:00:00.000000,1999-11-04 00:00:00.000000,PTV.I,Pactiv Corp
125533,01,1999-11-05 00:00:00.000000,2900-01-01 00:00:00.000000,PTV,Pactiv Corp
125595,01,1999-10-29 00:00:00.000000,2900-01-01 00:00:00.000000,AKAM,Akamai Technologies Inc
126136,03,2009-12-02 00:00:00.000000,2009-12-21 00:00:00.000000,3CCMMV,Charter Communications Inc
126136,03,2009-12-22 00:00:00.000000,2010-09-13 00:00:00.000000,3CCMM,Charter Communications Inc
126136,03,2010-09-14 00:00:00.000000,2900-01-01 00:00:00.000000,CHTR,Charter Communications Inc
126296,02,2005-07-21 00:00:00.000000,2005-08-08 00:00:00.000000,EXPEV,Expedia Group Inc
126296,02,2005-08-09 00:00:00.000000,2900-01-01 00:00:00.000000,EXPE,Expedia Group Inc
126554,01,1999-11-18 00:00:00.000000,2900-01-01 00:00:00.000000,A,Agilent Technologies Inc
128659,01,2000-01-27 00:00:00.000000,2900-01-01 00:00:00.000000,JHF,John Hancock Financial Services Inc.
128978,01,2000-02-01 00:00:00.000000,2900-01-01 00:00:00.000000,PKG,Packaging Corp Of America
132502,01,2000-03-02 00:00:00.000000,2002-10-14 00:00:00.000000,PALM,Palm Inc
132502,01,2002-10-15 00:00:00.000000,2002-11-11 00:00:00.000000,PALMD,Palm Inc
132502,01,2002-11-12 00:00:00.000000,2003-10-28 00:00:00.000000,PALM,Palm Inc
132502,01,2003-10-29 00:00:00.000000,2005-07-13 00:00:00.000000,PLMO,Palm Inc
132502,01,2005-07-14 00:00:00.000000,2900-01-01 00:00:00.000000,PALM,Palm Inc
133366,01,2000-03-27 00:00:00.000000,2000-04-02 00:00:00.000000,EW.I,Edwards Lifesciences Corp
133366,01,2000-04-03 00:00:00.000000,2900-01-01 00:00:00.000000,EW,Edwards Lifesciences Corp
133768,01,2000-04-05 00:00:00.000000,2900-01-01 00:00:00.000000,MET,Metlife Inc.
134845,01,2000-04-28 00:00:00.000000,2008-12-31 00:00:00.000000,AWE,AT&T Wireless Services Inc
134845,01,2009-01-01 00:00:00.000000,2012-03-14 00:00:00.000000,AWE.,AT&T Wireless Services Inc
134845,01,2012-03-15 00:00:00.000000,2900-01-01 00:00:00.000000,AWE.2,AT&T Wireless Services Inc
135484,01,2000-08-21 00:00:00.000000,2008-07-30 00:00:00.000000,CZN,Frontier Communications Corp
135484,01,2008-07-31 00:00:00.000000,2900-01-01 00:00:00.000000,FTR,Frontier Communications Corp
135990,03,2003-12-11 00:00:00.000000,2004-02-04 00:00:00.000000,3NRGEV,NRG Energy Inc
135990,03,2004-02-05 00:00:00.000000,2004-03-24 00:00:00.000000,3NRGE,NRG Energy Inc
135990,03,2004-03-25 00:00:00.000000,2900-01-01 00:00:00.000000,NRG,NRG Energy Inc
136648,01,2000-06-08 00:00:00.000000,2000-06-28 00:00:00.000000,VC.I,Visteon Corp.
136648,01,2000-06-29 00:00:00.000000,2009-03-05 00:00:00.000000,VC,Visteon Corp.
136648,01,2009-03-06 00:00:00.000000,2009-11-10 00:00:00.000000,VSTN,Visteon Corp.
136648,01,2009-11-11 00:00:00.000000,2900-01-01 00:00:00.000000,VSTNQ,Visteon Corp.
136725,01,2000-06-13 00:00:00.000000,2003-06-30 00:00:00.000000,ISRG,Intuitive Surgical Inc
136725,01,2003-07-01 00:00:00.000000,2003-07-28 00:00:00.000000,ISRGD,Intuitive Surgical Inc
136725,01,2003-07-29 00:00:00.000000,2900-01-01 00:00:00.000000,ISRG,Intuitive Surgical Inc
137232,01,2000-06-26 00:00:00.000000,2000-07-12 00:00:00.000000,SV.I,Janus Capital Group Inc
137232,01,2000-07-13 00:00:00.000000,2003-01-01 00:00:00.000000,SV,Janus Capital Group Inc
137232,01,2003-01-02 00:00:00.000000,2900-01-01 00:00:00.000000,JNS,Janus Capital Group Inc
138205,01,2000-07-28 00:00:00.000000,2900-01-01 00:00:00.000000,ILMN,Illumina Inc
138743,01,2000-08-11 00:00:00.000000,2002-12-30 00:00:00.000000,EQIX,Equinix Inc
138743,01,2002-12-31 00:00:00.000000,2003-01-30 00:00:00.000000,EQIXD,Equinix Inc
138743,01,2003-01-31 00:00:00.000000,2900-01-01 00:00:00.000000,EQIX,Equinix Inc
139662,01,2000-09-18 00:00:00.000000,2000-10-01 00:00:00.000000,AV.I,Avaya Inc
139662,01,2000-10-02 00:00:00.000000,2009-10-18 00:00:00.000000,AV,Avaya Inc
139662,01,2009-10-19 00:00:00.000000,2900-01-01 00:00:00.000000,AV.1,Avaya Inc
139665,01,2000-09-18 00:00:00.000000,2000-10-02 00:00:00.000000,MCO.I,Moody's Corp.
139665,01,2000-10-03 00:00:00.000000,2900-01-01 00:00:00.000000,MCO,Moody's Corp.
140033,01,2000-09-27 00:00:00.000000,2001-01-21 00:00:00.000000,SOE,GenOn Energy Inc
140033,01,2001-01-22 00:00:00.000000,2003-07-16 00:00:00.000000,MIR,GenOn Energy Inc
140033,01,2003-07-17 00:00:00.000000,2003-07-20 00:00:00.000000,3MIRKQ,GenOn Energy Inc
140033,01,2003-07-21 00:00:00.000000,2900-01-01 00:00:00.000000,MIRKQ,GenOn Energy Inc
140541,01,2000-10-06 00:00:00.000000,2000-10-06 00:00:00.000000,COH.2,Tapestry Inc
140541,01,2000-10-12 00:00:00.000000,2017-10-30 00:00:00.000000,COH,Tapestry Inc
140541,01,2017-10-31 00:00:00.000000,2900-01-01 00:00:00.000000,TPR,Tapestry Inc
140760,01,2000-10-18 00:00:00.000000,2900-01-01 00:00:00.000000,MON,Monsanto Co
141384,01,2000-12-01 00:00:00.000000,2900-01-01 00:00:00.000000,ALGN,Align Technology Inc
141400,01,2000-12-22 00:00:00.000000,2900-01-01 00:00:00.000000,MEE,Massey Energy Co
141459,01,2000-12-06 00:00:00.000000,2900-01-01 00:00:00.000000,GRMN,Garmin Ltd
141913,01,2001-01-12 00:00:00.000000,2001-01-31 00:00:00.000000,GPN.I,Global Payments Inc.
141913,01,2001-02-01 00:00:00.000000,2900-01-01 00:00:00.000000,GPN,Global Payments Inc.
142460,01,2001-02-23 00:00:00.000000,2001-05-22 00:00:00.000000,0101B,Peabody Energy Corp
142460,01,2001-05-23 00:00:00.000000,2016-04-13 00:00:00.000000,BTU,Peabody Energy Corp
142460,01,2016-04-14 00:00:00.000000,2900-01-01 00:00:00.000000,BTUUQ,Peabody Energy Corp
142811,01,2001-03-21 00:00:00.000000,2017-01-16 00:00:00.000000,FTI,FMC Technologies Inc
142811,01,2017-01-17 00:00:00.000000,2900-01-01 00:00:00.000000,FTI.1,FMC Technologies Inc
142953,01,2001-03-30 00:00:00.000000,2012-10-01 00:00:00.000000,KFT,Mondelez International Inc
142953,01,2012-10-02 00:00:00.000000,2900-01-01 00:00:00.000000,MDLZ,Mondelez International Inc
143356,01,2001-04-26 00:00:00.000000,2900-01-01 00:00:00.000000,PRU,Prudential Financial Inc
143357,01,2001-04-26 00:00:00.000000,2900-01-01 00:00:00.000000,ACN,Accenture PLC
143974,01,2001-06-11 00:00:00.000000,2900-01-01 00:00:00.000000,ADS,Alliance Data Systems Corp
144009,01,2001-06-12 00:00:00.000000,2016-01-04 00:00:00.000000,WSH,Willis Towers Watson plc
144009,01,2016-01-05 00:00:00.000000,2900-01-01 00:00:00.000000,WLTW,Willis Towers Watson plc
144066,01,2001-06-18 00:00:00.000000,2900-01-01 00:00:00.000000,COL,Rockwell Collins Inc
144559,01,2001-07-26 00:00:00.000000,2001-08-06 00:00:00.000000,ZMH.I,Zimmer Biomet Holdings Inc
144559,01,2001-08-07 00:00:00.000000,2015-06-28 00:00:00.000000,ZMH,Zimmer Biomet Holdings Inc
144559,01,2015-06-29 00:00:00.000000,2900-01-01 00:00:00.000000,ZBH,Zimmer Biomet Holdings Inc
145046,01,2001-08-27 00:00:00.000000,2004-11-30 00:00:00.000000,ATH,Anthem Inc
145046,01,2004-12-01 00:00:00.000000,2014-12-02 00:00:00.000000,WLP,Anthem Inc
145046,01,2014-12-03 00:00:00.000000,2900-01-01 00:00:00.000000,ANTM,Anthem Inc
145049,01,2001-08-27 00:00:00.000000,2002-02-12 00:00:00.000000,GSTP,GameStop Corp.
145049,01,2002-02-13 00:00:00.000000,2900-01-01 00:00:00.000000,GME,GameStop Corp.
145552,01,2001-10-10 00:00:00.000000,2003-10-14 00:00:00.000000,CNTE,Centene Corp
145552,01,2003-10-15 00:00:00.000000,2900-01-01 00:00:00.000000,CNC,Centene Corp
145701,01,2001-10-23 00:00:00.000000,2900-01-01 00:00:00.000000,PFG,Principal Financial Group Inc.
145977,01,2001-11-30 00:00:00.000000,2900-01-01 00:00:00.000000,AAP,Advance Auto Parts Inc.
146017,01,2001-11-15 00:00:00.000000,2900-01-01 00:00:00.000000,AYI,Acuity Brands Inc.
